Time (sec.), Cycles, "value_state"
7.702162050, 770216205, 0.720625818
7.712161670, 771216167, 0.721119225
7.722161830, 772216183, 0.721607625
7.732160290, 773216029, 0.722091019
7.742160180, 774216018, 0.722569466
7.752163560, 775216356, 0.723043025
7.762162460, 776216246, 0.723511696
7.772161410, 777216141, 0.723975539
7.782161120, 778216112, 0.724434614
7.792162090, 779216209, 0.724888980
7.802160480, 780216048, 0.725338638
7.812165880, 781216588, 0.725783646
7.822165710, 782216571, 0.726224005
7.832166340, 783216634, 0.726659775
7.842168010, 784216801, 0.727091014
7.852166500, 785216650, 0.727517724
7.862167790, 786216779, 0.727939963
7.872168490, 787216849, 0.728357792
7.882167150, 788216715, 0.728771269
7.892167040, 789216704, 0.729180396
7.902168530, 790216853, 0.729585230
7.912166860, 791216686, 0.729985774
7.922166160, 792216616, 0.730382085
7.932167680, 793216768, 0.730774224
7.942166770, 794216677, 0.731162190
7.952166640, 795216664, 0.731546044
7.962168150, 796216815, 0.731925845
7.972168160, 797216816, 0.732301593
7.982167680, 798216768, 0.732673347
7.992162710, 799216271, 0.733041167
8.002161450, 800216145, 0.733405054
8.012160850, 801216085, 0.733765066
8.022160940, 802216094, 0.734121263
8.032161520, 803216152, 0.734473646
8.042161350, 804216135, 0.734822273
8.052161460, 805216146, 0.735167205
8.062162170, 806216217, 0.735508442
8.072160690, 807216069, 0.735845983
8.082162160, 808216216, 0.736179948
8.092161160, 809216116, 0.736510336
8.102161890, 810216189, 0.736837208
8.112161280, 811216128, 0.737160563
8.122162200, 812216220, 0.737480462
8.132160630, 813216063, 0.737796903
8.142171720, 814217172, 0.738109946
8.152171360, 815217136, 0.738419652
8.162170740, 816217074, 0.738726020
8.172172500, 817217250, 0.739029109
8.182171220, 818217122, 0.739328980
8.192169340, 819216934, 0.739625633
8.202173960, 820217396, 0.739919066
8.212170920, 821217092, 0.740209341
8.222171490, 822217149, 0.740496516
8.232170070, 823217007, 0.740780652
8.242172020, 824217202, 0.741061747
8.252172300, 825217230, 0.741339803
8.262171280, 826217128, 0.741614878
8.272170810, 827217081, 0.741887033
8.282170810, 828217081, 0.742156267
8.292171310, 829217131, 0.742422640
8.302171280, 830217128, 0.742686152
8.312169310, 831216931, 0.742946863
8.322171210, 832217121, 0.743204772
8.332171320, 833217132, 0.743459940
8.342168460, 834216846, 0.743712425
8.352176670, 835217667, 0.743962228
8.362176530, 836217653, 0.744209349
8.372174750, 837217475, 0.744453847
8.382176650, 838217665, 0.744695783
8.392175530, 839217553, 0.744935155
8.402177480, 840217748, 0.745171964
8.412174410, 841217441, 0.745406270
8.422177200, 842217720, 0.745638132
8.432175530, 843217553, 0.745867550
